costat,curcd,datafmt,indfmt,consol,sic,datadate,gvkey,cusip,fyr,fyear,csho,dt,prcc_f
A,USD,STD,INDL,C,2835,2020-12-31,021004,516544103,12,2020,66.8750,237.0650,13.490000000000
I,USD,STD,INDL,C,3842,2020-12-31,021006,46071F103,12,2020,32.9360,82.1480,22.900000000000
A,USD,STD,INDL,C,2836,2020-12-31,021012,046513206,12,2020,83.3720,15.1750,19.630000000000
A,USD,STD,INDL,C,2836,2020-12-31,021015,67576A100,12,2020,75.9970,58.4390,20.700000000000
A,USD,STD,INDL,C,6282,2020-12-31,021019,10948W103,12,2020,79.3880,502.2000,19.280000000000
A,USD,STD,INDL,C,2836,2020-12-31,021020,00773U207,12,2020,97.5490,30.7080,10.840000000000
A,USD,STD,INDL,C,2836,2020-12-31,021032,92686J106,12,2020,73.2160,0.3590,5.630000000000
A,USD,STD,INDL,C,2835,2020-12-31,021033,89853L302,12,2020,148.0790,56.9190,1.240000000000
A,USD,STD,INDL,C,5500,2020-12-31,021035,781386305,12,2020,2.2420,41.2960,30.200000000000
I,USD,STD,INDL,C,4412,2020-12-31,021048,Y3262R100,12,2020,33.3080,433.1150,14.300000000000
A,USD,STD,INDL,C,3842,2020-12-31,021103,M8216Q119,12,2020,25.3320,1.5830,1.320000000000
I,USD,STD,INDL,C,2835,2020-12-31,021118,00430H201,12,2020,57.6080,149.9830,7.580000000000
A,USD,STD,INDL,C,5812,2020-12-31,021124,268603107,12,2020,36.4240,263.1270,18.100000000000
I,USD,STD,INDL,C,2835,2020-12-31,021136,024600108,12,2020,37.7030,1.6010,0.130000000000
I,USD,STD,INDL,C,2836,2020-12-31,021145,68906L105,12,2020,48.3190,32.2700,6.470000000000
A,CAD,STD,INDL,C,7370,2020-12-31,021155,45232V106,12,2020,53.4220,17.1490,14.290000000000
I,USD,STD,INDL,C,1381,2020-12-31,021165,453415606,12,2020,6.1760,147.9630,2.940000000000
I,USD,STD,INDL,C,2834,2020-12-31,021178,650194103,12,2020,99.1460,92.4740,2.630000000000
I,USD,STD,INDL,C,3721,2020-12-31,021189,28252A103,12,2020,196.7210,0.0000,0.030000000000
A,USD,STD,INDL,C,2836,2020-12-31,021208,G0360L134,12,2020,11.4170,0.0000,2.620000000000
A,USD,STD,INDL,C,2836,2020-12-31,021209,M7517R107,12,2020,48.1870,2.5280,1.890000000000
A,USD,STD,INDL,C,1311,2020-12-31,021222,G7041T139,12,2020,9.2140,3.3870,0.276500000000
A,USD,STD,INDL,C,2836,2020-12-31,021223,212326409,12,2020,27.8100,3.6040,5.050000000000
A,USD,STD,INDL,C,4812,2020-12-31,021227,530307305,12,2020,196.5250,5008.5250,158.370000000000
I,USD,STD,INDL,C,7370,2020-12-31,021232,629410606,12,2020,2.9560,2.0900,2.240000000000
A,USD,STD,INDL,C,1389,2020-12-31,021237,88162F105,12,2020,125.9760,246.2580,0.861500000000
A,USD,STD,INDL,C,3679,2020-12-31,021238,925815102,12,2020,43.3280,4.5970,92.220000000000
A,USD,STD,INDL,C,2836,2020-12-31,021263,69833W404,12,2020,9.6640,0.0000,3.560000000000
I,USD,STD,INDL,C,1623,2020-12-31,021273,903510402,12,2020,28.1640,5.5850,1.571500000000
A,USD,STD,INDL,C,2834,2020-12-31,021282,49721T507,12,2020,5.5560,0.3620,4.930000000000
A,USD,STD,INDL,C,3829,2020-12-31,021295,34417J203,12,2020,40.9600,0.4910,3.500000000000
A,USD,STD,INDL,C,3842,2020-12-31,021352,05350V106,12,2020,47.6870,248.8000,45.880000000000
A,USD,STD,INDL,C,6794,2020-12-31,021361,655213106,12,2020,67.3540,0.1610,0.145000000000
A,USD,STD,INDL,C,3845,2020-12-31,021421,92854B109,12,2020,23.2140,0.0000,1.870000000000
A,USD,STD,INDL,C,1600,2020-12-31,021429,387328107,12,2020,45.6690,404.5510,26.710000000000
A,USD,STD,INDL,C,1311,2020-12-31,021431,13057Q305,12,2020,83.3210,639.0000,23.590000000000
A,USD,STD,INDL,C,9995,2020-12-31,021432,765816103,12,2020,1.2610,0.0000,2.200000000000
A,USD,STD,INDL,C,4213,2020-12-31,021440,515098101,12,2020,38.3860,103.3690,134.660000000000
I,USD,STD,INDL,C,2836,2020-12-31,021452,34986J303,12,2020,6.8920,0.0000,7.030100000000
A,USD,STD,INDL,C,6331,2020-12-31,021503,488401100,12,2020,65.4360,1262.6000,76.830000000000
A,USD,STD,INDL,C,2030,2020-12-31,021506,042166801,12,2020,32.0660,1.0350,2.540000000000
I,CAD,STD,INDL,C,1311,2020-12-31,021514,52728X208,12,2020,200.5250,0.0780,0.700000000000
I,USD,STD,INDL,C,5160,2020-12-31,021515,91336L107,12,2020,169.2540,2810.8000,19.010000000000
A,USD,STD,INDL,C,2834,2020-12-31,021522,92941V308,12,2020,172.8200,34.7840,1.580000000000
A,USD,STD,INDL,C,2836,2020-12-31,021524,N71542109,12,2020,50.2050,41.3170,4.200000000000
A,USD,STD,INDL,C,5961,2020-12-31,021540,94419L101,12,2020,99.5450,3626.4870,225.810000000000
A,USD,STD,INDL,C,6282,2020-12-31,021547,58503T205,12,2020,0.6930,142.1920,7.990000000000
A,USD,STD,INDL,C,7372,2020-12-31,021554,22530J309,12,2020,10.9240,10.8380,1.290000000000
A,USD,STD,INDL,C,3661,2020-12-31,021563,285848107,12,2020,4.9470,0.2370,0.290000000000
A,USD,STD,INDL,C,2836,2020-12-31,021601,76243J105,12,2020,44.2360,3.0860,29.730000000000
A,USD,STD,INDL,C,6798,2020-12-31,021604,69924R108,12,2020,218.8170,3800.7390,9.040000000000
A,USD,STD,INDL,C,2836,2020-12-31,021627,13089P507,12,2020,70.6860,6.7180,4.910000000000
A,USD,STD,INDL,C,4610,2020-12-31,021628,903318103,12,2020,26.8450,205.1630,3.410000000000
I,USD,STD,INDL,C,6798,2020-12-31,021630,862121100,12,2020,266.1130,3761.5630,33.980000000000
A,USD,STD,INDL,C,2836,2020-12-31,021635,N01045207,12,2020,98.2870,1.5630,5.820000000000
A,USD,STD,INDL,C,7371,2020-12-31,021663,317970101,12,2020,11.2620,0.4960,1.450000000000
I,CAD,STD,INDL,C,1311,2020-12-31,021666,75973C108,12,2020,354.9080,4.5750,0.135000000000
I,CAD,STD,INDL,C,2836,2020-12-31,021687,29102R106,12,2020,206.3610,4.1550,0.200000000000
I,USD,STD,INDL,C,8731,2020-12-31,021739,69354M108,12,2020,64.5390,1473.5820,125.440000000000
A,USD,STD,INDL,C,2836,2020-12-31,021744,98420N105,12,2020,35.0120,3.3150,15.380000000000
A,USD,STD,INDL,C,3841,2020-12-31,021777,589889104,12,2020,55.6230,435.0660,55.510000000000
A,USD,STD,INDL,C,2040,2020-12-31,021798,358039105,12,2020,40.7180,8.3960,141.990000000000
A,USD,STD,INDL,C,6282,2020-12-31,021799,92645B103,12,2020,67.5420,769.0090,24.810000000000
A,USD,STD,INDL,C,7990,2020-12-31,021808,12769G100,12,2020,208.0490,26932.0000,74.270000000000
A,USD,STD,INDL,C,3845,2020-12-31,021824,09073N300,12,2020,30.7650,0.3140,3.900000000000
A,USD,STD,INDL,C,1311,2020-12-31,021833,428103105,12,2020,18.0280,1910.1000,19.570000000000
A,USD,STD,INDL,C,1389,2020-12-31,021834,56155L108,12,2020,45.7690,113.2530,4.450000000000
A,USD,STD,INDL,C,3845,2020-12-31,021838,92852W501,12,2020,2.1710,5.9930,4.700000000000
A,USD,STD,INDL,C,2836,2020-12-31,021841,19249H103,12,2020,72.5130,417.1040,17.380000000000
A,USD,STD,INDL,C,7370,2020-12-31,021847,443573100,12,2020,46.1150,788.6200,396.440000000000
A,CAD,STD,INDL,C,1000,2020-12-31,021859,379900509,12,2020,55.0040,0.0510,0.690000000000
A,USD,STD,INDL,C,2834,2020-12-31,021860,901773101,12,2020,258.0580,102.6570,0.100000000000
A,USD,STD,INDL,C,2834,2020-12-31,021873,56782V107,12,2020,314.4300,33.7570,0.470000000000
A,USD,STD,INDL,C,2836,2020-12-31,021901,31572Q881,12,2020,91.4410,58.4590,37.090000000000
A,USD,STD,INDL,C,4412,2020-12-31,021904,G6891L105,12,2020,45.4480,159.3880,2.770000000000
I,USD,STD,INDL,C,3845,2020-12-31,021916,64157F103,12,2020,34.5830,331.1120,173.100000000000
A,CAD,STD,INDL,C,1400,2020-12-31,021941,578901100,12,2020,47.7670,0.0000,0.135000000000
A,CAD,STD,INDL,C,1000,2020-12-31,021951,49451A702,12,2020,208.1610,0.0000,0.125000000000
I,USD,STD,INDL,C,7374,2020-12-31,021965,G2118P102,12,2020,18.3300,13.4810,3.730000000000
A,USD,STD,INDL,C,2834,2020-12-31,021967,M8001Q126,12,2020,18.4950,0.0000,9.900000000000
A,USD,STD,INDL,C,7370,2020-12-31,021984,92337U302,12,2020,47.7950,6.0740,1.650000000000
A,USD,STD,INDL,C,7370,2020-12-31,022000,98139A105,12,2020,48.7890,329.6070,91.620000000000
A,USD,STD,INDL,C,1382,2020-12-31,022010,24372A305,12,2020,12.3890,4.3230,0.428000000000
I,USD,STD,INDL,C,6798,2020-12-31,022025,648691103,12,2020,83.0240,1487.9090,5.180000000000
A,USD,STD,INDL,C,2836,2020-12-31,022035,21833P301,12,2020,98.8530,26.1260,1.250000000000
I,USD,STD,INDL,C,3842,2020-12-31,022037,82621J204,12,2020,50.6390,72.7810,3.890000000000
I,USD,STD,INDL,C,8731,2020-12-31,022039,87166B102,12,2020,103.9350,3214.8730,68.130000000000
A,USD,STD,INDL,C,7370,2020-12-31,022040,91544A109,12,2020,29.9870,533.3190,45.890000000000
A,USD,STD,INDL,C,1531,2020-12-31,022047,392709101,12,2020,50.6620,222.4590,22.960000000000
A,USD,STD,INDL,C,2511,2020-12-31,022049,25822C205,12,2020,32.5050,582.7880,11.750000000000
I,USD,STD,INDL,C,1311,2020-12-31,022053,21075N204,12,2020,173.7380,17.7650,2.290000000000
A,CAD,STD,INDL,C,6211,2020-12-31,022064,35063X107,12,2020,61.8650,0.0000,0.225000000000
A,USD,STD,INDL,C,6794,2020-12-31,022082,47973J102,12,2020,14.1570,18.4820,26.260000000000
I,USD,STD,INDL,C,1090,2020-12-31,022085,05477Y108,12,2020,231.6450,0.0800,0.190000000000
I,USD,STD,INDL,C,6282,2020-12-31,022119,044104107,12,2020,2.8680,137.2520,8.580000000000
I,USD,STD,INDL,C,6519,2020-12-31,022124,51508J108,12,2020,25.4780,502.6950,10.720000000000
A,USD,STD,INDL,C,2851,2020-12-31,022134,G0750C108,12,2020,234.8000,3967.2000,28.550000000000
A,USD,STD,INDL,C,2860,2020-12-31,022138,G8675X156,12,2020,35.8940,0.0000,1.380000000000
A,USD,STD,INDL,C,5211,2020-12-31,022155,339750101,12,2020,104.3680,1244.4310,92.850000000000
A,USD,STD,INDL,C,7370,2020-12-31,022164,423403104,12,2020,205.9910,749.9020,13.960000000000
A,USD,STD,INDL,C,2200,2020-12-31,022168,90916U206,12,2020,3.7360,22.4660,1.500000000000
A,USD,STD,INDL,C,3714,2020-12-31,022180,90915J103,12,2020,9.7790,61.5770,5.499300000000
A,CAD,STD,INDL,C,2836,2020-12-31,022215,423694306,12,2020,55.5360,0.0000,0.700000000000
A,USD,STD,INDL,C,7363,2020-12-31,022207,89785X101,12,2020,35.4930,68.7350,18.690000000000
I,USD,STD,INDL,C,2836,2020-12-31,022258,079481404,12,2020,8.3180,1.1690,3.530000000000
A,USD,STD,INDL,C,8062,2020-12-31,022260,40412C101,12,2020,339.4260,33056.0000,164.460000000000
A,USD,STD,INDL,C,1400,2020-12-31,022284,83191H107,12,2020,41.5750,63.4430,1.720000000000
A,USD,STD,INDL,C,6311,2020-12-31,022338,90342M109,12,2020,3.1760,0.0000,26.500100000000
A,CAD,STD,INDL,C,2834,2020-12-31,022350,64129Y107,12,2020,149.9970,0.0000,0.130000000000
A,USD,STD,INDL,C,2834,2020-12-31,022352,58985T202,12,2020,184.5560,0.8800,0.900000000000
I,USD,STD,INDL,C,5712,2020-12-31,022362,28252B853,12,2020,4.4440,7.9190,1.620000000000
A,USD,STD,INDL,C,5812,2020-12-31,022402,76090H103,12,2020,357.1190,14042.0000,61.006800000000
I,USD,STD,INDL,C,6141,2020-12-31,022439,23131L107,12,2020,41.3710,942.3090,14.330000000000
A,USD,STD,INDL,C,2911,2020-12-31,022447,69888T207,12,2020,54.0030,1079.3290,13.980000000000
A,USD,STD,INDL,C,6798,2020-12-31,022459,91704F104,12,2020,117.0140,1665.4970,12.940000000000
A,USD,STD,INDL,C,2834,2020-12-31,022460,22717L101,12,2020,360.2530,9.8140,6.940000000000
A,CAD,STD,INDL,C,1000,2020-12-31,022570,020283305,12,2020,120.6500,3.0140,0.590000000000
A,USD,STD,INDL,C,2836,2020-12-31,022590,697947109,12,2020,56.0030,16.9620,2.500000000000
I,USD,STD,INDL,C,1400,2020-12-31,022603,86614U100,12,2020,114.3910,1984.7170,20.080000000000
A,USD,STD,INDL,C,2836,2020-12-31,022604,04351P101,12,2020,53.7500,110.8660,166.780000000000
A,USD,STD,INDL,C,7370,2020-12-31,022638,98980F104,12,2020,173.8200,784.5000,48.230000000000
I,USD,STD,INDL,C,1311,2020-12-31,022671,27032D304,12,2020,30.3430,117.6870,5.330000000000
A,USD,STD,INDL,C,5812,2020-12-31,022672,819047101,12,2020,38.7180,384.9770,84.780000000000
A,USD,STD,INDL,C,6798,2020-12-31,022674,27616P301,12,2020,82.1060,978.6580,22.650000000000
A,USD,STD,INDL,C,3845,2020-12-31,022676,M2361E179,12,2020,46.2390,0.3890,0.460000000000
I,USD,STD,INDL,C,2836,2020-12-31,022697,89237H308,12,2020,15.4790,4.6790,11.700000000000
I,USD,STD,INDL,C,3841,2020-12-31,022704,053734877,12,2020,84.9260,17.0530,0.440100000000
A,USD,STD,INDL,C,6797,2020-12-31,022706,741865109,12,2020,120.4860,0.0000,0.150000000000
I,USD,STD,INDL,C,7370,2020-12-31,022708,45781D101,12,2020,155.3290,963.8710,18.170000000000
A,USD,STD,INDL,C,2835,2020-12-31,022713,40434H302,12,2020,5.2000,12.7150,4.790000000000
A,USD,STD,INDL,C,2860,2020-12-31,022741,163851108,12,2020,164.9210,4277.0000,24.790000000000
A,USD,STD,INDL,C,4991,2020-12-31,022783,Y46717107,12,2020,53.8710,936.8350,30.103300000000
I,USD,STD,INDL,C,0200,2020-12-31,022789,829355205,12,2020,59.8620,0.0000,0.156800000000
I,USD,STD,INDL,C,2836,2020-12-31,022803,19249J307,12,2020,61.1180,0.6980,1.340000000000
A,USD,STD,INDL,C,3829,2020-12-31,022815,896239100,12,2020,250.8000,1434.4000,66.770000000000
A,USD,STD,INDL,C,6798,2020-12-31,022853,38983D300,12,2020,22.9780,695.4600,10.460000000000
A,USD,STD,INDL,C,6519,2020-12-31,022861,12562N104,12,2020,1.9420,0.0000,9.514900000000
A,USD,STD,INDL,C,7370,2020-12-31,022864,G59467202,12,2020,8.2730,0.0000,3.050000000000
I,USD,STD,INDL,C,8071,2020-12-31,022867,46185L103,12,2020,185.8860,450.1370,41.810000000000
A,USD,STD,INDL,C,8741,2020-12-31,022879,39540F309,12,2020,61.7650,1.6230,2.050000000000
I,USD,STD,INDL,C,2836,2020-12-31,022927,078771300,12,2020,9.4910,1.6600,6.670000000000
A,USD,STD,INDL,C,1311,2020-12-31,022962,761102102,12,2020,0.1570,0.0000,142.700000000000
A,CAD,STD,INDL,C,6512,2020-12-31,022970,31890B103,12,2020,219.3150,4794.1440,13.550000000000
A,USD,STD,INDL,C,6798,2020-12-31,022983,984017103,12,2020,113.7560,1398.4580,15.200000000000
A,USD,STD,INDL,C,6799,2020-12-31,022985,303897102,12,2020,149.4710,0.0000,9.660000000000
A,USD,STD,INDL,C,7372,2020-12-31,023001,46264C305,12,2020,589.2720,6.5080,0.136000000000
A,USD,STD,INDL,C,8742,2020-12-31,023027,30214U102,12,2020,51.8040,20.3300,90.030000000000
A,USD,STD,INDL,C,7370,2020-12-31,023071,380237107,12,2020,169.1570,3322.6000,82.950000000000
A,USD,STD,INDL,C,6798,2020-12-31,023077,912932100,12,2020,231.2620,4903.4750,11.730000000000
A,USD,STD,INDL,C,3672,2020-12-31,023084,08160H101,12,2020,36.2950,223.8480,27.010000000000
A,USD,STD,INDL,C,6798,2020-12-31,023086,65341D102,12,2020,25.0170,1345.1780,42.310000000000
I,USD,STD,INDL,C,3272,2020-12-31,023093,34960W106,12,2020,65.9810,1117.6160,17.195000000000
A,USD,STD,INDL,C,9995,2020-12-31,023094,00083Q102,12,2020,5.5330,0.0000,0.101000000000
A,USD,STD,INDL,C,0100,2020-12-31,023098,039014303,12,2020,13.4510,9.3520,2.530000000000
A,USD,STD,INDL,C,3845,2020-12-31,023106,92672L107,12,2020,148.6150,68.0720,3.820000000000
A,USD,STD,INDL,C,8051,2020-12-31,023109,37185X106,12,2020,111.5460,3810.1660,0.484700000000
A,USD,STD,INDL,C,3674,2020-12-31,023119,83417M104,12,2020,51.5610,665.6740,319.120000000000
A,USD,STD,INDL,C,6798,2020-12-31,023147,637870106,12,2020,71.2930,1941.7270,36.030000000000
A,USD,STD,INDL,C,4841,2020-12-31,023225,12685J105,12,2020,6.0280,2187.6630,2227.720000000000
A,USD,STD,INDL,C,7370,2020-12-31,023226,46122W303,12,2020,98.0360,1.0970,0.452900000000
A,USD,STD,INDL,C,4950,2020-12-31,023237,57630J502,12,2020,493.7260,0.2700,0.006300000000
A,USD,STD,INDL,C,7370,2020-12-31,023238,29786A106,12,2020,125.8360,1137.5330,177.910000000000
A,USD,STD,INDL,C,6200,2020-12-31,023241,68373L505,12,2020,25.0860,22.1480,2.040000000000
A,USD,STD,INDL,C,3555,2020-12-31,023243,M6372Q113,12,2020,45.9890,22.6450,89.130000000000
A,USD,STD,INDL,C,1700,2020-12-31,023245,89055F103,12,2020,33.0190,793.9630,184.080000000000
A,USD,STD,INDL,C,6200,2020-12-31,023247,69343T107,12,2020,23.8160,172.4180,75.250000000000
A,USD,STD,INDL,C,3843,2020-12-31,023291,090911702,12,2020,97.6630,18.2650,0.416700000000
I,USD,STD,INDL,C,2400,2020-12-31,023296,29415B103,12,2020,39.7960,979.5730,45.420000000000
A,USD,STD,INDL,C,2836,2020-12-31,023297,98400H102,12,2020,29.3040,0.0000,15.650000000000
A,USD,STD,INDL,C,2834,2020-12-31,023339,488445206,12,2020,4.5370,70.5470,11.200000000000
A,USD,STD,INDL,C,6797,2020-12-31,023353,38147U107,12,2020,101.5340,1627.0600,19.120000000000
A,USD,STD,INDL,C,2836,2020-12-31,023358,171757206,12,2020,44.8760,7.9620,2.000000000000
A,CAD,STD,INDL,C,2834,2020-12-31,023362,007636103,12,2020,111.9170,2.3240,0.120000000000
A,USD,STD,INDL,C,6153,2020-12-31,023369,86269D106,12,2020,2.5150,0.0000,0.390000000000
I,USD,STD,INDL,C,2836,2020-12-31,023407,09627Y109,12,2020,57.7940,89.6040,112.150000000000
A,USD,STD,INDL,C,6211,2020-12-31,023432,928254101,12,2020,122.0120,1966.3070,25.170000000000
A,USD,STD,INDL,C,1311,2020-12-31,023561,45663L502,12,2020,18.5480,0.0000,0.113000000000
A,USD,STD,INDL,C,1311,2020-12-31,023433,09225M101,12,2020,206.7490,121.0000,6.680000000000
A,CAD,STD,INDL,C,3559,2020-12-31,023449,27900T100,12,2020,177.3100,22.4470,0.345000000000
A,USD,STD,INDL,C,7370,2020-12-31,023464,68401U204,12,2020,15.2230,0.4490,31.160000000000
I,USD,STD,INDL,C,4950,2020-12-31,023485,22282E102,12,2020,132.0000,2588.0000,13.130000000000
A,USD,STD,INDL,C,2834,2020-12-31,023490,13765D109,12,2020,46.8540,8.7280,0.490000000000
I,USD,STD,INDL,C,3714,2020-12-31,023540,44052W104,12,2020,26.4030,304.0300,8.590000000000
A,USD,STD,INDL,C,7370,2020-12-31,023546,15677J108,12,2020,148.5710,711.9000,106.560000000000
A,USD,STD,INDL,C,2834,2020-12-31,023555,19459J104,12,2020,34.6120,266.5840,20.030000000000
A,USD,STD,INDL,C,6798,2020-12-31,023556,20369C106,12,2020,23.8880,213.1670,47.110000000000
A,USD,STD,INDL,C,2836,2020-12-31,023574,00653A107,12,2020,154.7920,23.7110,5.390000000000
A,USD,STD,INDL,C,3842,2020-12-31,023623,79957L100,12,2020,6.2970,0.4820,49.900000000000
A,USD,STD,INDL,C,2836,2020-12-31,023627,002120202,12,2020,11.0190,2.2390,3.880000000000
I,CAD,STD,INDL,C,5812,2020-12-31,023635,75622P104,12,2020,56.3630,1210.5570,16.750000000000
A,USD,STD,INDL,C,7370,2020-12-31,023650,82509L107,12,2020,122.5290,912.8950,1131.950000000000
A,CAD,STD,INDL,C,4731,2020-12-31,023653,888341104,12,2020,36.7390,57.7250,2.500000000000
A,USD,STD,INDL,C,5411,2020-12-31,023667,500467501,12,2020,1047.0360,16629.5060,28.276000000000
A,USD,STD,INDL,C,3663,2020-12-31,023671,654902204,12,2020,5617.4960,7818.1340,3.910000000000
A,USD,STD,INDL,C,5961,2020-12-31,023703,06684L103,12,2020,77.9360,349.7380,34.350000000000
A,USD,STD,INDL,C,3841,2020-12-31,023705,70387R403,12,2020,63.8200,0.0000,2.120000000000
A,USD,STD,INDL,C,8062,2020-12-31,023714,203668108,12,2020,129.6120,12882.0000,7.430000000000
A,USD,STD,INDL,C,1040,2020-12-31,023731,136842101,12,2020,70.2510,0.0510,0.606300000000
A,USD,STD,INDL,C,3714,2020-12-31,023753,258278100,12,2020,32.1690,42.5530,86.820000000000
I,USD,STD,INDL,C,6552,2020-12-31,023768,92660E107,12,2020,18.5830,0.3960,9.350000000000
I,USD,STD,INDL,C,6798,2020-12-31,023793,69360J107,12,2020,27.4890,1.5000,132.870000000000
I,USD,STD,INDL,C,1382,2020-12-31,023810,462044207,12,2020,14.3330,189.6730,2.430000000000
A,USD,STD,INDL,C,2834,2020-12-31,023812,75886F107,12,2020,106.9510,2695.7000,483.110000000000
A,USD,STD,INDL,C,7372,2020-12-31,023818,30050B101,12,2020,84.3570,359.7830,16.030000000000
A,USD,STD,INDL,C,5812,2020-12-31,023843,974155103,12,2020,29.6870,478.3940,132.550000000000
I,USD,STD,INDL,C,1389,2020-12-31,023864,30227H106,12,2020,33.1380,598.5330,4.420000000000
A,USD,STD,INDL,C,3510,2020-12-31,023865,05614L209,12,2020,54.4520,389.2320,3.510000000000
A,CAD,STD,INDL,C,7340,2020-12-31,023949,361569205,12,2020,22.7800,168.7370,44.470000000000
A,USD,STD,INDL,C,6798,2020-12-31,023977,03784Y200,12,2020,223.2120,1714.1940,12.910000000000
A,USD,STD,INDL,C,3312,2020-12-31,023978,912909108,12,2020,220.4320,5109.0000,16.770000000000
A,USD,STD,INDL,C,2836,2020-12-31,023980,04635X102,12,2020,20.0840,1.0460,2.140000000000
A,USD,STD,INDL,C,3841,2020-12-31,023990,377322102,12,2020,45.2470,271.9950,75.260000000000
A,USD,STD,INDL,C,6798,2020-12-31,023996,379378201,12,2020,89.6150,2290.6790,17.140000000000
I,USD,STD,INDL,C,1311,2020-12-31,024005,003830304,12,2020,8.4220,206.8530,2.290000000000
A,USD,STD,INDL,C,9995,2020-12-31,024010,023164106,12,2020,40.7380,0.0000,0.320000000000
A,USD,STD,INDL,C,2836,2020-12-31,024040,462222100,12,2020,140.3660,839.5740,56.540000000000
A,USD,STD,INDL,C,7370,2020-12-31,024071,03783C100,12,2020,34.3880,41.9910,180.040000000000
I,USD,STD,INDL,C,4610,2020-12-31,024073,393221106,12,2020,23.2090,139.0800,7.950000000000
A,USD,STD,INDL,C,7370,2020-12-31,024083,92538J106,12,2020,146.4440,1.1070,34.850000000000
I,USD,STD,INDL,C,3842,2020-12-31,024084,20717E200,12,2020,95.5470,30.8290,0.660000000000
A,USD,STD,INDL,C,7372,2020-12-31,024097,876703109,12,2020,4120.4750,0.0600,0.006300000000
A,USD,STD,INDL,C,3420,2020-12-31,024099,53222Q103,12,2020,21.7550,397.9740,15.200000000000
A,USD,STD,INDL,C,6531,2020-12-31,024116,33767E202,12,2020,43.5880,753.7120,136.760000000000
A,USD,STD,INDL,C,1311,2020-12-31,024131,848550208,12,2020,6.7550,0.0000,2.430000000000
A,USD,STD,INDL,C,7370,2020-12-31,024135,011642105,12,2020,49.4840,157.6700,103.450000000000
I,USD,STD,INDL,C,5812,2020-12-31,024147,21850P200,12,2020,13.6120,0.0000,0.302000000000
A,USD,STD,INDL,C,5900,2020-12-31,024157,33768G107,12,2020,41.0380,899.4250,70.040000000000
A,USD,STD,INDL,C,8071,2020-12-31,024176,632307104,12,2020,86.2230,231.0390,99.520000000000
A,USD,STD,INDL,C,2836,2020-12-31,024177,81750R201,12,2020,91.4590,40.7690,24.500000000000
A,USD,STD,INDL,C,2835,2020-12-31,024197,45168D104,12,2020,85.4490,1003.2520,499.870000000000
A,USD,STD,INDL,C,6159,2020-12-31,024204,45765Y204,12,2020,12.2360,1.1100,0.839900000000
A,USD,STD,INDL,C,4991,2020-12-31,024216,00130H105,12,2020,665.3700,20192.0000,23.500000000000
I,USD,STD,INDL,C,6331,2020-12-31,024233,855707105,12,2020,43.8000,122.1000,17.740000000000
A,USD,STD,INDL,C,8090,2020-12-31,024249,87918A105,12,2020,150.2810,1500.1110,199.960000000000
A,USD,STD,INDL,C,3845,2020-12-31,024277,74319B502,12,2020,20.2090,1.6760,20.560000000000
A,USD,STD,INDL,C,6351,2020-12-31,024287,023139884,12,2020,45.8090,7262.0000,15.380000000000
A,USD,STD,INDL,C,6794,2020-12-31,024291,254423106,12,2020,16.4520,2032.9330,58.000000000000
A,USD,STD,INDL,C,3350,2020-12-31,024293,483007704,12,2020,15.8120,876.2000,98.900000000000
A,USD,STD,INDL,C,2836,2020-12-31,024302,G01767105,12,2020,159.1610,410.1570,19.950000000000
A,USD,STD,INDL,C,2086,2020-12-31,024316,61174X109,12,2020,528.0970,21.3360,92.480000000000
A,USD,STD,INDL,C,6512,2020-12-31,024330,81752R100,12,2020,38.8960,1627.5330,14.680000000000
A,USD,STD,INDL,C,2836,2020-12-31,024344,92532F100,12,2020,259.8900,942.4600,236.340000000000
A,USD,STD,INDL,C,4700,2020-12-31,024351,535219109,12,2020,49.8190,488.0040,17.120000000000
I,USD,STD,INDL,C,5700,2020-12-31,024368,N74108106,12,2020,4.6500,0.0000,1.410000000000
A,CAD,STD,INDL,C,1090,2020-12-31,024370,13321L108,12,2020,396.2630,995.5410,17.050000000000
A,USD,STD,INDL,C,6351,2020-12-31,024379,552848103,12,2020,338.5730,1243.1930,12.550000000000
I,USD,STD,INDL,C,8090,2020-12-31,024396,88870R102,12,2020,48.9840,486.2520,19.590000000000
A,USD,STD,INDL,C,3577,2020-12-31,024405,989207105,12,2020,53.4620,1404.0000,384.330000000000
A,USD,STD,INDL,C,3861,2020-12-31,024421,103197307,12,2020,53.3440,24.4740,1.530000000000
A,USD,STD,INDL,C,4953,2020-12-31,024422,03837J309,12,2020,64.4610,1.1940,3.000000000000
I,USD,STD,INDL,C,9995,2020-12-31,024424,G7417R105,12,2020,71.8750,0.0000,10.890000000000
A,USD,STD,INDL,C,3711,2020-12-31,024426,98422D105,12,2020,768.3810,328.9920,42.830000000000
A,USD,STD,INDL,C,6331,2020-12-31,024440,74267C106,12,2020,53.8930,304.8290,17.790000000000
I,USD,STD,INDL,C,3842,2020-12-31,024458,81255T108,12,2020,27.7290,14.0080,17.450000000000
A,USD,STD,INDL,C,2836,2020-12-31,024468,09062X103,12,2020,152.4000,7911.4000,244.860000000000
I,USD,STD,INDL,C,7372,2020-12-31,024475,46436A203,12,2020,5.7620,0.1300,0.320000000000
A,USD,STD,INDL,C,7372,2020-12-31,024501,753422104,12,2020,52.2250,463.9350,90.160000000000
